salary_min_BGP,salary_max_BGP,joblocation,joblocation_num,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification
8181,20454,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Engineering/Electronic technology,Java Developer
8181,13636,Xi an,Other First-tier city,No,College degree,3 years,low,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
10909,16363,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Less than 50,Others,Senior software engineer
8181,13636,Zhengzhou,Second-tier city,No,College degree,3 years,low,Private-owned,50-150,E-commerce,Software Engineer
10909,17727,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
5454,8181,Third-tier city,Third-tier city,No,College degree,2 years,low,Private-owned,150-500,E-commerce,Senior software engineer
8181,10909,Xi an,Other First-tier city,No,Bachelor,Fresh graduate,low,State-owned,150-500,Engineering/Electronic technology,Senior software engineer
10909,13636,Xi an,Other First-tier city,No,Bachelor,Not Required,medium,State-owned,150-500,Others,Software Engineer
10909,13636,Changsha,Other First-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,150-500,Computer Software/Hardware,Software Engineer
9090,11363,Changsha,Other First-tier city,No,Bachelor,3 years,low,Private-owned,150-500,Others,Senior software engineer
6818,10909,Wuhan,Other First-tier city,No,College degree,Not Required,low,Private-owned,150-500,Computer services,Others
10909,16363,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Others
10909,13636,Changsha,Other First-tier city,Yes,Bachelor,Fresh graduate,medium,Foreign(EU & US),150-500,Computer Software/Hardware,Java Developer
10909,16363,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,Professional service,Java Developer
9545,13636,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Internet Software Development Engineer
24545,34090,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Senior software engineer
16363,21818,Changsha,Other First-tier city,No,College degree,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Senior software engineer
20454,27272,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Medical/Biological Engineering,Java Developer
20454,34090,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Listed,1000-5000,E-commerce,Senior software engineer
8181,13636,Wuhan,Other First-tier city,No,College degree,2 years,low,Private-owned,50-150,Computer Software/Hardware,Java Developer
10909,13636,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,E-commerce,Senior software engineer
13636,20454,Zhengzhou,Second-tier city,No,Bachelor,8 years,medium,Private-owned,50-150,Engineering/Electronic technology,Senior software engineer
11363,17045,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,Education,Software Engineer
8181,13636,Changsha,Other First-tier city,No,Bachelor,2 years,low,New,Less than 50,Computer Software/Hardware,Senior software engineer
10909,20454,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,500-1000,E-commerce,Software Engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
8181,13636,Changsha,Other First-tier city,No,Bachelor,1 year,low,Foreign (except EU & US),Less than 50,Computer Software/Hardware,Java Developer
10909,27272,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,State-owned,150-500,Computer services,Senior software engineer
10909,20454,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
13636,24545,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer
13636,20454,Changsha,Other First-tier city,No,College degree,5 years,medium,Private-owned,150-500,Medical/Biological Engineering,Senior software engineer
8181,20454,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,50-150,Computer Software/Hardware,Software Engineer
8181,16363,Changsha,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Computer services,Software Engineer
2727,4090,Changsha,Other First-tier city,Yes,College degree,Fresh graduate,low,Private-owned,50-150,Computer services,Technical support/maintenance engineer
17727,27272,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Listed,1000-5000,Computer services,Senior software engineer
16363,30000,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Computer services,Java Developer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Software Engineer
8181,13636,Xi an,Other First-tier city,No,College degree,2 years,low,Joint venture,50-150,E-commerce,Software Engineer
8181,10909,Wuhan,Other First-tier city,No,College degree,Not Required,low,Private-owned,150-500,Engineering/Electronic technology,Software Engineer
10909,16363,Xi an,Other First-tier city,No,College degree,5 years,medium,State-owned,50-150,Computer services,Senior software engineer
8181,20454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software Engineer
13636,27272,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer services,Senior software engineer
19090,24545,Third-tier city,Third-tier city,No,Bachelor,5 years,medium,State-owned,50-150,Computer services,Internet Software Development Engineer
20454,34090,Xi an,Other First-tier city,No,College degree,3 years,medium,Listed,150-500,Computer Software/Hardware,System architect
12272,24545,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Others,Software Engineer
8181,13636,Zhengzhou,Second-tier city,No,Bachelor,3 years,low,Private-owned,50-150,Computer Software/Hardware,Software Engineer
10909,13636,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Over 10k,Medical/Biological Engineering,Senior software engineer
20454,27272,Changsha,Other First-tier city,No,Bachelor,8 years,medium,State-owned,500-1000,Finance,Senior software engineer
4772,10909,Wuhan,Other First-tier city,Yes,Bachelor,Fresh graduate,low,Listed,1000-5000,E-commerce,Java Developer
34090,45454,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Over 10k,Communications/Telecommunications/Network equipment,Software Engineer
10909,20454,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,Professional service,Software Engineer
10909,20000,Wuhan,Other First-tier city,No,Bachelor,1 year,medium,State-owned,150-500,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
13636,27272,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software Engineer
20454,40909,Shenzhen,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Medical/Biological Engineering,Technical support/maintenance engineer
6818,9545,Xi an,Other First-tier city,No,Bachelor,1 year,low,Private-owned,150-500,Computer services,Java Developer
13636,20454,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
13636,20454,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Engineering/Electronic technology,Software Engineer
13636,27272,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,Over 10k,Equipment,Software Engineer
13636,30000,Xi an,Other First-tier city,No,Bachelor,2 years,medium,Listed,150-500,E-commerce,Senior software engineer
10909,20454,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Service,Senior software engineer
8181,10909,Shijiazhuang,Third-tier city,No,Bachelor,2 years,low,Private-owned,Less than 50,Computer services,Java Developer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,2 years,low,Listed,50-150,Computer Software/Hardware,Software Engineer
13636,20454,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,E-commerce,Internet Software Development Engineer
13636,20454,Zhengzhou,Second-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Finance,Software Engineer
16363,34090,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,150-500,Finance,Java Developer
10909,16363,Wuhan,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Computer services,Software Engineer
10909,16363,Xi an,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer services,Java Developer
9545,16363,Changsha,Other First-tier city,No,College degree,3 years,medium,State-owned,500-1000,Communications/Telecommunications/Network equipment,Internet Software Development Engineer
20454,34090,Changsha,Other First-tier city,No,College degree,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
6136,12272,Xi an,Other First-tier city,No,Bachelor,2 years,low,Private-owned,150-500,Finance,Internet Software Development Engineer
16363,27272,Hangzhou,Other First-tier city,No,College degree,3 years,medium,Private-owned,150-500,Computer services,Senior software engineer
13636,27272,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,150-500,Computer Software/Hardware,Software Engineer
10909,21818,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Listed,1000-5000,Communications/Telecommunications/Network equipment,Senior software engineer
20454,27272,Xi an,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,50-150,Equipment,Senior software engineer
13636,20454,Changsha,Other First-tier city,No,Bachelor,3 years,medium,Private-owned,150-500,Finance,Software Engineer
10909,27272,Third-tier city,Third-tier city,No,Bachelor,5 years,medium,Joint venture,1000-5000,Computer Software/Hardware,Senior software engineer
10909,20454,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,1000-5000,Computer Software/Hardware,Senior software engineer
16363,23181,Changsha,Other First-tier city,No,College degree,5 years,medium,Private-owned,1000-5000,E-commerce,Senior software engineer
9545,19090,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Private-owned,500-1000,Communications/Telecommunications/Network equipment,Senior software engineer
16363,20454,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,1000-5000,Communications/Telecommunications/Network equipment,Senior software engineer
13636,20454,Changsha,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Education,Java Developer
13636,27272,Wuhan,Other First-tier city,No,Not Required,3 years,medium,Private-owned,150-500,Computer services,Software Engineer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,2 years,low,Listed,Less than 50,E-commerce,Internet Software Development Engineer
10909,19090,Changsha,Other First-tier city,No,College degree,3 years,medium,Private-owned,50-150,Computer services,Senior software engineer
23181,35454,Wuhan,Other First-tier city,No,College degree,8 years,medium,Listed,1000-5000,Computer Software/Hardware,System architect
16363,24545,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer services,Senior software engineer
5454,10909,Third-tier city,Third-tier city,No,Bachelor,3 years,low,Private-owned,50-150,Computer services,Software Engineer
8181,10909,Wuhan,Other First-tier city,No,Bachelor,Fresh graduate,low,Private-owned,150-500,Computer Software/Hardware,Software Engineer
13636,27272,Wuhan,Other First-tier city,No,College degree,3 years,medium,Private-owned,Less than 50,Gaming,Internet Software Development Engineer
8181,10909,Wuhan,Other First-tier city,No,College degree,no experience,low,Private-owned,50-150,Service,Software Engineer
4090,6136,Changsha,Other First-tier city,No,College degree,Fresh graduate,low,Private-owned,150-500,Computer Software/Hardware,Others
10909,13636,Xi an,Other First-tier city,No,Bachelor,Fresh graduate,medium,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer
13636,20454,Guangzhou,First-tier city,No,Bachelor,3 years,medium,Joint venture,1000-5000,Communications/Telecommunications/Network equipment,Software Engineer
6136,8181,Wuhan,Other First-tier city,No,College degree,no experience,low,Private-owned,150-500,Computer Software/Hardware,Software Engineer
8181,12272,Shijiazhuang,Third-tier city,No,Bachelor,3 years,low,Listed,1000-5000,E-commerce,Software Engineer
10909,20454,Wuhan,Other First-tier city,No,Bachelor,2 years,medium,Listed,150-500,Communications/Telecommunications/Network equipment,Software Engineer
16363,27272,Changsha,Other First-tier city,No,Bachelor,5 years,medium,Listed,150-500,Computer services,Senior software engineer
13636,20454,Xi an,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,Less than 50,Computer Software/Hardware,Senior software engineer
10909,20454,Xi an,Other First-tier city,No,College degree,5 years,medium,Private-owned,Less than 50,E-commerce,Java Developer
10909,17727,Wuhan,Other First-tier city,No,Bachelor,5 years,medium,Private-owned,50-150,Computer Software/Hardware,Senior software engineer
8181,13636,Xi an,Other First-tier city,No,Bachelor,2 years,low,Listed,1000-5000,Computer services,Java Developer
