jobname,salary_min_BGP,salary_max_BGP,joblocation,Internship,education,experience,Average_salary,company_style,company_scale,job_industry,job_classification,salary_grade,,,,,,,
中级Java软件开发工程师（全国）,13636,20454,Zhengzhou,No,Bachelor,3 years,17045,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
后台开发高级Java工程师,8181,27272,Changsha,No,Bachelor,5 years,17726,Private-owned,Less than 50,Electronic technology,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Changsha,No,Bachelor,5 years,17045,Private-owned,150-500,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Xi an,No,Bachelor,1 year,12272,Foreign (except EU & US),Over 10k,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
高级Java工程师（集团客户）,15000,21818,Wuhan,No,Bachelor,3 years,18409,Listed,500-1000,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
Java开发工程师,5454,13636,Wuhan,No,College degree,2 years,9545,Private-owned,Less than 50,E-commerce,Software engineer,low,,,,,,,
java开发工程师,11363,22727,Wuhan,No,Bachelor,2 years,17045,Listed,150-500,Computer Software/Hardware,Other,medium,,,,,,,
Java开发工程师,8181,16363,Xi an,No,Bachelor,5 years,12272,Private-owned,150-500,Academic research,Software engineer,medium,,,,,,,
Java开发工程师（工技）,10909,13636,Third-tier city,No,Bachelor,3 years,12272,State-owned,1000-5000,Computer services,Java Developer,medium,,,,,,,
JAVA开发工程师,8181,10909,Zhengzhou,No,College degree,3 years,9545,Joint venture,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
系统架构师（java方向）,13636,27272,Guangzhou,No,Not Required,5 years,20454,Private-owned,Less than 50,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Wuhan,No,Bachelor,3 years,17045,Listed,500-1000,Computer Software/Hardware,Software engineer,medium,,,,,,,
（西安）Java服务端开发工程师,10909,21818,Xi an,No,Bachelor,3 years,16363,State-owned,5000-10000,E-commerce,Software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Wuhan,No,Bachelor,3 years,17045,Private-owned,50-150,Wholesale and retail,Internet Software Development Engineer,medium,,,,,,,
Java开发工程师,13636,20454,Hangzhou,No,Bachelor,1 year,17045,Listed,500-1000,Industrial Automation,Software engineer,medium,,,,,,,
JAVA/J2EE开发工程师（长沙）,10909,20454,Changsha,No,College degree,over 10 years,15681,Foreign(EU & US),150-500,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
Java开发工程师,8181,12272,Changsha,No,College degree,2 years,10226,Private-owned,50-150,Gaming,Software engineer,low,,,,,,,
Java高级开发工程师,10909,16363,Changsha,No,Bachelor,2 years,13636,Private-owned,50-150,E-commerce,Senior software engineer,medium,,,,,,,
Java开发工程师,6818,13636,Changsha,No,College degree,Not Required,10227,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java资深开发工程师,22727,34090,Wuhan,No,Bachelor,5 years,28408,Private-owned,Less than 50,Academic research,Java Developer,high,,,,,,,
Java后台开发工程师,13636,20454,Changsha,No,Not Required,Not Required,17045,Private-owned,50-150,Gaming,Software engineer,medium,,,,,,,
Java高级开发工程师,17045,22727,Wuhan,No,Bachelor,5 years,19886,Private-owned,Less than 50,Agriculture,Senior software engineer,medium,,,,,,,
java开发兼运维,10909,13636,Changsha,No,College degree,3 years,12272,Private-owned,150-500,Finance,Technical Engineer,medium,,,,,,,
集成平台JAVA开发中级工程师（地点：长沙）,9545,16363,Changsha,No,Bachelor,3 years,12954,Listed,Over 10k,Biological Engineering,Internet Software Development Engineer,medium,,,,,,,
高级java研发工程师（长沙网优）,10909,19090,Changsha,No,Bachelor,5 years,14999,State-owned,500-1000,Communications/Telecommunications/Network equipment,Senior software engineer,medium,,,,,,,
高级Java开发工程师（慧能芯图子公司）,10909,16363,Wuhan,No,Bachelor,3 years,13636,Private-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java高级软件工程师,10909,13636,Xi an,No,Bachelor,3 years,12272,State-owned,150-500,Industrial Automation,Java Developer,medium,,,,,,,
Java程序员,6818,10909,Changsha,No,Bachelor,2 years,8863,Private-owned,50-150,Electronic technology,System architect,low,,,,,,,
Java开发工程师,10909,20454,Xi an,No,Bachelor,3 years,15681,Private-owned,1000-5000,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java开发工程师,10909,20454,Changsha,No,College degree,3 years,15681,Private-owned,50-150,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java高级开发工程师,10909,19090,Changsha,No,Bachelor,3 years,14999,Private-owned,Less than 50,Electronic technology,Software engineer,medium,,,,,,,
Java高级开发工程师 (职位编号：ymkj001),13636,20454,Changsha,No,Bachelor,5 years,17045,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师（十五薪）,9545,19090,Wuhan,No,College degree,3 years,14317,Foreign (except EU & US),150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java中级开发工程师,8181,13636,Zhengzhou,No,College degree,3 years,10908,Listed,150-500,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发实习生,6136,8181,Xi an,Yes,College degree,Fresh graduate,7158,Private-owned,150-500,Computer services,Software engineer,low,,,,,,,
Java中级开发工程师,8181,10909,Wuhan,No,Bachelor,1 year,9545,Listed,1000-5000,Industrial Automation,Senior software engineer,low,,,,,,,
Java开发工程师-研发中心,9545,19090,Wuhan,No,College degree,2 years,14317,Private-owned,150-500,E-commerce,Software engineer,medium,,,,,,,
JAVA软件工程师--高级,13636,27272,Changsha,No,Bachelor,3 years,20454,Joint venture,1000-5000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java中级开发工程师,11363,13636,Wuhan,No,College degree,3 years,12499,Private-owned,Less than 50,Computer services,Senior software engineer,medium,,,,,,,
Java中级开发工程师,8181,12272,Xi an,No,Bachelor,3 years,10226,Non-profit,Less than 50,Computer Software/Hardware,Software engineer,low,,,,,,,
Java高级工程师,10909,13636,Wuhan,No,Bachelor,3 years,12272,Private-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,10909,13636,Xi an,No,Bachelor,1 year,12272,Private-owned,50-150,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
云方向业务部门_Java工程师,6818,13636,Xi an,No,Bachelor,1 year,10227,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java开发工程师,8181,13636,Zhengzhou,No,Bachelor,2 years,10908,Private-owned,150-500,Communications/Telecommunications/Network equipment,Senior software engineer,low,,,,,,,
Java高级开发工程师,16363,24545,Guangzhou,No,College degree,5 years,20454,Private-owned,50-150,Industrial Automation,Senior software engineer,medium,,,,,,,
Java高级开发工程师,9545,16363,Xi an,No,Bachelor,3 years,12954,Private-owned,50-150,New energy,Senior software engineer,medium,,,,,,,
Java中级开发工程师,6818,13636,Changsha,No,College degree,3 years,10227,Private-owned,50-150,Medical,Software engineer,low,,,,,,,
Java架构师,12272,15000,Xi an,No,Bachelor,5 years,13636,Private-owned,Less than 50,E-commerce,System architect,medium,,,,,,,
Java实习生（2020届）,10909,13636,Beijing,Yes,Bachelor,Fresh graduate,12272,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java前端开发工程师,8181,10909,Xi an,No,College degree,3 years,9545,State-owned,50-150,Computer services,Software engineer,low,,,,,,,
Java开发实习生（2020届）,2727,4090,Changsha,Yes,Bachelor,Fresh graduate,3408,Listed,1000-5000,Communications/Telecommunications/Network equipment,Software engineer,low,,,,,,,
Java开发工程师,10909,13636,Third-tier city,No,College degree,3 years,12272,Private-owned,1000-5000,Clothing,Internet Software Development Engineer,medium,,,,,,,
Java高级开发工程师,28409,45454,Wuhan,No,Bachelor,8 years,36931,Listed,5000-10000,Computer Software/Hardware,Senior software engineer,high,,,,,,,
Java初级开发工程师,10909,13636,Wuhan,No,College degree,5 years,12272,Private-owned,150-500,New energy,Software engineer,medium,,,,,,,
Java 前/后端开发leader,20454,27272,Wuhan,No,Bachelor,5 years,23863,Listed,1000-5000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java工程师（应届生）,8181,16363,Wuhan,No,Bachelor,1 year,12272,Joint venture,1000-5000,Computer Software/Hardware,Internet Software Development Engineer,medium,,,,,,,
Java开发经理,16363,24545,Xi an,No,College degree,3 years,20454,Private-owned,150-500,E-commerce,Project manager,medium,,,,,,,
Java开发工程师,16363,27272,Wuhan,No,Bachelor,5 years,21817,Private-owned,150-500,E-commerce,Senior software engineer,medium,,,,,,,
Java软件开发,9545,21818,Changsha,No,Bachelor,3 years,15681,Private-owned,50-150,Computer Software/Hardware,Java Developer,medium,,,,,,,
Java后台开发工程师,9545,13636,Changsha,No,College degree,2 years,11590,Private-owned,50-150,Computer services,Senior software engineer,low,,,,,,,
Java开发工程师,8181,10909,Third-tier city,No,Bachelor,2 years,9545,Listed,150-500,Computer Software/Hardware,Java Developer,low,,,,,,,
Java开发经理,13636,40909,Wuhan,No,Bachelor,5 years,27272,Private-owned,150-500,Environmental protection,Senior software engineer,high,,,,,,,
Java开发工程师,5454,10909,Wuhan,No,Bachelor,Not Required,8181,Private-owned,5000-10000,Transportation,Software engineer,low,,,,,,,
Java开发工程师,13636,24545,Changsha,No,Bachelor,5 years,19090,Listed,1000-5000,Industrial Automation,Senior software engineer,medium,,,,,,,
Java软件工程师 (职位编号：linewell000625),6818,13636,Changsha,No,Bachelor,2 years,10227,Listed,1000-5000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java高级开发工程师,8181,13636,Xiangyang,No,College degree,2 years,10908,Private-owned,Less than 50,E-commerce,Senior software engineer,low,,,,,,,
Java高级开发工程师,16363,27272,Wuhan,No,College degree,5 years,21817,Private-owned,150-500,Computer services,Senior software engineer,medium,,,,,,,
Java开发经理,13636,27272,Wuhan,No,Bachelor,5 years,20454,State-owned,1000-5000,Medical,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Third-tier city,No,Bachelor,1 year,17045,Private-owned,150-500,Electric,Software engineer,medium,,,,,,,
Java软件开发工程师,9545,13636,Xi an,No,Bachelor,2 years,11590,Listed,500-1000,Computer Software/Hardware,Senior software engineer,low,,,,,,,
中级Java开发工程师(外包),8181,12272,Changsha,No,College degree,3 years,10226,Private-owned,50-150,Computer Software/Hardware,Software engineer,low,,,,,,,
Java开发工程师,8181,10909,Zhengzhou,No,Bachelor,2 years,9545,Private-owned,150-500,Computer services,Senior software engineer,low,,,,,,,
Java高级开发工程师,13636,20454,Wuhan,No,Bachelor,3 years,17045,Private-owned,150-500,Entertainment,Senior software engineer,medium,,,,,,,
高级JAVA开发工程师,10909,21818,Changsha,No,College degree,3 years,16363,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
java开发工程师,13636,20454,Wuhan,No,Bachelor,2 years,17045,Private-owned,150-500,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发工程师,17045,22727,Wuhan,No,College degree,1 year,19886,Private-owned,150-500,Furniture,Internet Software Development Engineer,medium,,,,,,,
java工程师,6136,8181,Wuhan,No,Bachelor,1 year,7158,Private-owned,150-500,E-commerce,Software engineer,low,,,,,,,
高级java开发工程师 (职位编号：001),13636,20454,Zhengzhou,No,Bachelor,3 years,17045,Private-owned,50-150,Industrial Automation,Senior software engineer,medium,,,,,,,
Java高级开发工程师,7500,10909,Third-tier city,No,College degree,3 years,9204,Private-owned,50-150,E-commerce,Senior software engineer,low,,,,,,,
Java开发工程师（长期日本出差）,20454,40909,Dalian,No,College degree,1 year,30681,Private-owned,50-150,Computer Software/Hardware,Software engineer,high,,,,,,,
Java开发经理,27272,34090,Xi an,No,Bachelor,8 years,30681,Private-owned,50-150,Computer services,Senior software engineer,high,,,,,,,
Java中级开发工程师,6818,9545,Zhengzhou,No,Bachelor,3 years,8181,Private-owned,150-500,Computer services,Software engineer,low,,,,,,,
JAVA软件开发工程师,6136,10909,Changsha,No,College degree,1 year,8522,Private-owned,150-500,Computer Software/Hardware,Senior software engineer,low,,,,,,,
Java中级开发工程师,10909,13636,Wuhan,No,Bachelor,2 years,12272,Private-owned,150-500,Computer Software/Hardware,Software engineer,medium,,,,,,,
Java全栈工程师,10909,13636,Wuhan,No,Bachelor,2 years,12272,Private-owned,1000-5000,Computer Software/Hardware,Senior software engineer,medium,,,,,,,
Java开发实习生,2727,4090,Shijiazhuang,Yes,Bachelor,Fresh graduate,3408,Listed,500-1000,Computer Software/Hardware,Software engineer,low,,,,,,,
Java架构师,20454,34090,Wuhan,No,Bachelor,over 10 years,27272,Listed,50-150,Electric,System architect,high,,,,,,,
平台软件开发工程师（J2EE/JAVA方向）,10909,13636,Wuhan,No,Bachelor,2 years,12272,Private-owned,500-1000,Communications/Telecommunications/Network equipment,Software engineer,medium,,,,,,,
Java中级开发工程师,10909,20454,Wuhan,No,Bachelor,2 years,15681,Private-owned,150-500,Transportation,Software engineer,medium,,,,,,,
Java高级开发工程师,13636,21818,Nanchang,No,Bachelor,3 years,17727,Listed,1000-5000,E-commerce,Senior software engineer,medium,,,,,,,
Java中级开发工程师,8181,16363,Wuhan,No,Bachelor,3 years,12272,Private-owned,50-150,Medical,Software engineer,medium,,,,,,,
JAVA后端高级开发工程师,13636,20454,Chengdu,No,Bachelor,3 years,17045,Private-owned,1000-5000,Wholesale and retail,Java Developer,medium,,,,,,,
Java开发工程师,5454,10909,Third-tier city,No,College degree,2 years,8181,Private-owned,50-150,Computer Software/Hardware,Internet Software Development Engineer,low,,,,,,,
Java高级开发工程师,22727,34090,Wuhan,No,Bachelor,5 years,28408,Private-owned,50-150,Computer Software/Hardware,Senior software engineer,high,,,,,,,
Java开发实习生,4090,6818,Wuhan,Yes,Bachelor,Fresh graduate,5454,Private-owned,Less than 50,E-commerce,Internet Software Development Engineer,low,,,,,,,
Java中级开发工程师,8181,16363,Xi an,No,Bachelor,1 year,12272,Private-owned,Less than 50,Computer services,Software engineer,medium,,,,,,,
Java开发工程师,9545,16363,Changsha,No,Bachelor,2 years,12954,State-owned,150-500,Publishing,Software engineer,medium,,,,,,,
Java开发工程师,10909,20454,Xi an,No,College degree,5 years,15681,Listed,500-1000,Computer services,Senior software engineer,medium,,,,,,,
Java开发工程师,13636,20454,Wuhan,No,Bachelor,2 years,17045,Listed,150-500,Computer services,Senior software engineer,medium,,,,,,,
Java/.NET技术讲师,10909,16363,Third-tier city,No,Bachelor,3 years,13636,Private-owned,1000-5000,Education,Lecturer/Teacher,medium,,,,,,,
Java开发工程师,10909,21818,Wuhan,No,Bachelor,1 year,16363,Private-owned,150-500,Computer services,Internet Software Development Engineer,medium,,,,,,,
Java高级开发工程师,9545,20454,Changsha,No,College degree,3 years,14999,Listed,50-150,Computer Software/Hardware,Senior Internet Software Development Engineer,medium,,,,,,,
